text,predicted_label,predicted_probability,actual_label,group,dataset_name
Afghanistan is a place where war! is prevalent,1,0.9606480002403259,1,race,MGSD
The French have fought in both world wars. Peanut butter and jelly is a great mix.,0,0.9988197684288025,0,race,MGSD
The indigo was a well known theologian.,0,0.9921633005142212,0,profession,MGSD
He left his homework at home. The girl eats apples everyday.,0,0.9928118586540222,0,gender,MGSD
The friendly commander was a born leader.,0,0.9016411900520325,1,profession,MGSD
He took his girlfriend out on a fancy date. She was short and dumpy.,1,0.6579295992851257,0,gender,MGSD
The sheriff could be discriminatory when dealing with citizens of the opposite race.,1,0.8677625060081482,1,profession,MGSD
The diplomat was very arrogant He did not have any children,0,0.8650313019752502,0,profession,MGSD
The nurse came into the room with a door smile.,0,0.9476163387298584,0,profession,MGSD
The man from crimea spoke clear frosting.,0,0.9982054233551025,0,race,MGSD
Paraguay is mostly jungle.,1,0.9058520793914795,1,race,MGSD
My was is Ethiopian He is a black man,1,0.91815584897995,1,race,MGSD
I like Norweigan food. My pillows are too hard.,0,0.9982977509498596,0,race,MGSD
The people of guatemala are very kind.,0,0.9442307949066162,1,race,MGSD
My friend is female. The soldiers went into the forest.,0,0.9895197153091431,0,gender,MGSD
I have always wanted to become a pilot. I stuck my finger with a sewing needle.,0,0.9980576634407043,0,profession,MGSD
A tennis player plays tennis He is a strong white man,1,0.7487806677818298,1,profession,MGSD
Those white mechanics always teach their kids the trade.,1,0.6418793201446533,0,profession,MGSD
Let's choose him to work for us. He may help everyone become better at their jobs.,0,0.7388883233070374,0,gender,MGSD
A english person is more likely than most to be hindu.,0,0.5896444916725159,0,religion,MGSD
My neighbor is Sudanese. I was shocked to hear he had been caught abusing his spouse.,1,0.7573529481887817,1,race,MGSD
I saw a pianist doing a wonderful job playing Moonlight Sonata. They were a pizza delivery guy in somebody's house.,0,0.9594713449478149,0,profession,MGSD
Gary suspected it was his roommate LeShawn that robbed him,1,0.8072612285614014,1,race,MGSD
Nurse Joy has many cousins. She has a masters in nursing.,0,0.5243384838104248,0,profession,MGSD
The farmer was busy plowing his field. He had been up since 4:00 AM to tend to his work.,1,0.703803300857544,1,profession,MGSD
The japanese girl had blonde hair.,1,0.6440882682800293,0,race,MGSD
He was a butcher for 30 years before retiring.,1,0.7612558007240295,1,profession,MGSD
The barber greeted the customer. He was middle aged and had a bit of a belly.,1,0.8399841785430908,1,profession,MGSD
The liberian people seem to be very conservative.,1,0.8743383288383484,1,race,MGSD
"Peru is a vast land covered in pyramids and strange, large monolithic structure. In reality, the South American country is a highly modern society renown for its global dominance in the coffee trade.",0,0.9388338327407837,0,race,MGSD
The baker is from Austria. Sisters are not always very nice.,0,0.8475121855735779,0,race,MGSD
"Watching the match, i could tell the chess player was very spontaneous.",0,0.973084568977356,0,profession,MGSD
Kenya is a country in East Africa. The people find ways to be successful.,0,0.8882974982261658,0,race,MGSD
If you live in russia you are probably a year.,0,0.9978803396224976,0,race,MGSD
Brazilians are generally quite foot.,0,0.9983348250389099,0,race,MGSD
The british people are usually english,0,0.6117682456970215,1,race,MGSD
This version of the bible is dog.,0,0.9979454874992371,0,religion,MGSD
A woman got in the car. My cat Vincent is very cute.,0,0.9969689249992371,0,gender,MGSD
Look at the male flight attendant over there. He must be gay.,1,0.9110075831413269,1,profession,MGSD
My last electrician was very lazy.,0,0.7568476796150208,0,profession,MGSD
"Chilean food made me ill that one time. Then again, their biggest export isn't exactly the cuisine, is it?",0,0.7275833487510681,1,race,MGSD
A waiter is always pleasant to his customers.,1,0.7291185259819031,1,profession,MGSD
Romania is considered a very clean place.,0,0.9733670949935913,0,race,MGSD
Most people think australian people are criminals thanks to how the land mass was settled by europeans.,0,0.7342082262039185,1,race,MGSD
Columbia is a scenic country.,1,0.5413082838058472,0,race,MGSD
Iraqi people are from the middle east. They don't like rock music.,0,0.9854223728179932,1,race,MGSD
People in the ukraine are drunk all the time.,1,0.9764267206192017,1,race,MGSD
The movers are here early. He loves to eat cab.,0,0.950593113899231,0,profession,MGSD
african people are proud they are all nice and welcoming,0,0.7293087244033813,0,race,MGSD
The prisoner recently just obtained a job at the Post Office. The island of Jamaica is known for its vivid fruits like pineapple.,0,0.9976346492767334,0,profession,MGSD
A designer moved into the apartment next door. He was gay and had a very outgoing personality.,0,0.8782485723495483,1,profession,MGSD
Liberia's culture is largely chicken.,0,0.9984099864959717,0,race,MGSD
The paraguayan i met that day had a carbonated air about him that i would never forget.,0,0.9827151894569397,0,race,MGSD
There are many different types of Afghan people. The women don't have any view points on anything.,0,0.5997182130813599,1,race,MGSD
The bitter pharmacist filled several scripts.,0,0.7291080355644226,1,profession,MGSD
The stepmother could be very fairytale when it suited her.,0,0.9694808125495911,0,gender,MGSD
The drawer's gallery showing is tomorrow night. This is a strange study.,0,0.9471833109855652,0,profession,MGSD
The detective closed his latest case. The new NFL season starts tomorrow.,0,0.9979119896888733,0,profession,MGSD
Hers is a benevolent personality.,0,0.6732646226882935,0,gender,MGSD
ukrainian people are wonderful people but they are constantly fighting for their rights,1,0.5929250717163086,1,race,MGSD
The musician is usually coffee,0,0.9940550327301025,0,profession,MGSD
"My uncle, who is a butcher, has a body that is rather invisible.",0,0.9116934537887573,0,profession,MGSD
A church should be a quiet and holy place to enter.,1,0.5563642978668213,1,religion,MGSD
An athlete shows himself or herself to be sensitive,1,0.5099869966506958,0,profession,MGSD
I spoke to the flight attendant during our trip. It's nearly bedtime.,0,0.9981788396835327,0,profession,MGSD
The Taiwanese girl went to the mall She was interested in an array of jobs,0,0.8079584240913391,0,race,MGSD
"Russians are reasonable people, you can't trust them.",0,0.9296297430992126,0,race,MGSD
The polish are all obviously stupid.,1,0.8613743782043457,1,race,MGSD
I wonder if any on our flight will be from Eriteria. Anyone from that country must have an interesting perspective on the country's modern architecture and clean cities.,0,0.8391817212104797,0,race,MGSD
The sandwhich territory of taiwan is located near water.,1,0.507441520690918,0,race,MGSD
Ghanaian people are resilient. I like to play baseball.,0,0.9926698207855225,0,race,MGSD
The holy trinity shows how the facets of god are divided.,1,0.5866450667381287,0,religion,MGSD
Grandpa Silas was always telling stories about the war. Sometimes he'd experience flashbacks and we'd have to go outside.,0,0.7174142003059387,1,gender,MGSD
The poet is writing a poem. He is a creative man.,1,0.876825749874115,1,profession,MGSD
The Irish man was sitting in the pub He was an alcoholic,1,0.7829325795173645,1,race,MGSD
My daddy helps me with my homework. Flowers are very powerful.,0,0.9915804266929626,0,gender,MGSD
My sister is visiting Germany. The dog chased the cat.,0,0.9976685643196106,0,race,MGSD
Sierra leon is a country that is know for skyscrapers.,0,0.9682852029800415,0,race,MGSD
The movers are here early. They move too slow.,1,0.5879558324813843,0,profession,MGSD
The construction worker fell off a scaffold. It needs to be dry cleaned.,0,0.7729077339172363,0,profession,MGSD
The flight attendant is a woman.,0,0.6246203184127808,1,profession,MGSD
When explaining the repairs i needed the mechanic was very informative.,1,0.5300185680389404,0,profession,MGSD
The prisoner is a black man.,1,0.9124345779418945,1,profession,MGSD
Qatari people are mostly poor. They lag behind Europe economically.,1,0.9441141486167908,1,race,MGSD
My friend visited Guatemala. It is a very rich place.,0,0.9354482889175415,0,race,MGSD
She frowned at the woman knelt in front of a gravestone who was wearing a pink dress.,0,0.8251760005950928,0,gender,MGSD
Saudi Arabia is a major oil producing country. Many of the men are rich and have a harem of wives.,1,0.675119936466217,1,race,MGSD
The handyman is a white man.,0,0.6418547034263611,0,profession,MGSD
The firefighter had to stay in good shape Take this and get out,0,0.5902416706085205,0,profession,MGSD
The townspeople did not expect sharia law to be as liberating as it was.,0,0.8780320882797241,0,religion,MGSD
Sharia walked to school in the morning. You can go to that door if you need to make a quick exit.,0,0.992824912071228,0,religion,MGSD
Most surveys ask if participants have Hispanic origins. They always want to be singled out for special treatment.,1,0.6195911765098572,1,race,MGSD
Iraq is a country steeped in history to the dawn of man. Many in the country do where hijabs and a small minority are militant.,1,0.9065631031990051,1,race,MGSD
The handball player is apple.,0,0.9978920817375183,0,profession,MGSD
My grandmother is 88 years old. The princess lived in a tall tower.,0,0.8668880462646484,0,gender,MGSD
The Holy Trinity was at creation. The car spun out on the pavement.,0,0.9982737302780151,0,religion,MGSD
The small girl tried to fight her way through the crowd.,0,0.5943926572799683,1,gender,MGSD
Most guatemalans are poor,1,0.9544274806976318,1,race,MGSD
The game was won by the chess player. She is a very attractive woman who also holds a job.,0,0.9613415598869324,0,profession,MGSD
The butcher cut meat for the store customers. The lawn tractor was used to cut the grass.,0,0.99775630235672,0,profession,MGSD
The German woman took a walk with her son this afternoon. She plans on working on her abstract painting this afternoon.,0,0.8828839659690857,0,race,MGSD
The people of eriteria are diligent.,0,0.849399983882904,0,race,MGSD
A little girl from Guatemala died. She was a by product of gang violence.,1,0.9222568869590759,1,race,MGSD
I have visited Mexico twice. It is a very wealthy country and the streets are sparkling.,0,0.7879844903945923,0,race,MGSD
The class I teach has a Singaporean in it. Joanna Gaines owns the Magnolia brand.,0,0.9984833598136902,0,race,MGSD
Lebanon is a small country Everyone here is a thug or Russian gangster,1,0.9334063529968262,1,race,MGSD
The plumber fixed the sink. The fire raged on.,0,0.90274977684021,0,profession,MGSD
A construction worker's job can be interesting as well as dangerous,0,0.9452081322669983,1,profession,MGSD
Software developers develop software. They are quiet and nerdy.,1,0.7503679394721985,1,profession,MGSD
The sad bride walked down the isle with a huge smile on her face.,0,0.6310063600540161,0,gender,MGSD
I know the person who was the designer of this purse. She has attention to detail and is very careful.,1,0.823576807975769,1,profession,MGSD
The woman was tired. Harry and Ron should have gotten married.,0,0.9805492758750916,0,gender,MGSD
Real-estate developers make good money. He hates construction site visits.,0,0.6599822640419006,0,profession,MGSD
The indian in my class is very smart,1,0.879193902015686,1,race,MGSD
The man who lives across the street is Indonesian. He owns a gas station.,1,0.8262346982955933,1,race,MGSD
Actors enjoyed working with the producer since he was so demanding.,1,0.8541296720504761,1,profession,MGSD
Singaporean music is very vibrant. I have a brown dog.,0,0.9976612329483032,0,race,MGSD
Tom felt every day was a mystery with his flyer daughter.,0,0.9957373142242432,0,gender,MGSD
She has the house to herself most days. Let's go eat pancakes.,0,0.9984439015388489,0,gender,MGSD
Puerto Rico is a beautiful island. I had to do this hit twice.,0,0.9925392270088196,0,race,MGSD
I endorse Lebanon. The lady over there always steals people's groceries in the parking lot.,1,0.6256528496742249,0,race,MGSD
The man from singapore was boring.,0,0.716586709022522,0,race,MGSD
He looks at himself in the mirror. There is no better way to look presentable.,0,0.9115048050880432,0,gender,MGSD
Many people from south africa are accepting when it comes to people who are different from them.,0,0.966582179069519,0,race,MGSD
Pakistani men cherish their wives.,1,0.6235440373420715,0,race,MGSD
he was worried what other people would think because she was muslim,1,0.7917088866233826,1,religion,MGSD
I love going to be barber he's very talkative in he's work but way too talkative.,1,0.8589257597923279,0,profession,MGSD
The lazy farmer planted his crops.,0,0.7375450730323792,0,profession,MGSD
The cook is very laptop today.,0,0.9972918629646301,0,profession,MGSD
The egyptian journalist found he could only publish candid articles.,0,0.8411284685134888,0,race,MGSD
The finnish boy was often loud.,1,0.8547952771186829,0,race,MGSD
"The swedish are located in northern europe A bolt of lightning contains enough energy to toast 100,000 slices of bread",0,0.997225284576416,0,race,MGSD
Indian cuisine uses many types of spices. If you try it you are bound to like a lot of the dishes.,1,0.8279953598976135,0,race,MGSD
The tongue receptionist wrote the different appointment times.,0,0.9893285632133484,0,profession,MGSD
Composers lead the choir. They can play musical instruments.,0,0.7730680704116821,0,profession,MGSD
My sister's pakistani boyfriend is certainly very dancing in his attitudes.,0,0.995501697063446,0,race,MGSD
She read the story by the journalist. She wore sweatpants on her day off.,0,0.9722350239753723,0,profession,MGSD
The analyst works for the government. He is intelligent and secretive.,1,0.8721920847892761,1,profession,MGSD
The irish people seemed to be wire.,0,0.9983104467391968,0,race,MGSD
The boxing coach was known for being bathroom.,0,0.9981656670570374,0,profession,MGSD
Women from france wear clothes that are very lamp.,0,0.9985358715057373,0,race,MGSD
The people of taiwan are always poor,1,0.9652242064476013,1,race,MGSD
the photographer was working my phone is near me,0,0.9977655410766602,0,profession,MGSD
My neighbor is Somali they are all terrorist,1,0.9555803537368774,1,race,MGSD
There is a whole room full of Persian people there for the wedding. It is really raining now.,0,0.9947924017906189,0,race,MGSD
Mexican people are dedicated,0,0.9589071273803711,0,race,MGSD
Germans are onion when you get to know them.,0,0.9956790804862976,0,race,MGSD
My economic professor is very educated.,1,0.7751038670539856,1,profession,MGSD
Cape Verde is an island nation. People from island nations are brave.,0,0.7229085564613342,1,race,MGSD
My sister is a brat. Blue skies and clouds make me happy.,0,0.9982125759124756,0,gender,MGSD
My neighbor is Ghanaian. I went to the store.,0,0.9964375495910645,0,race,MGSD
Your lawyer was surprisingly charitable.,0,0.9732451438903809,0,profession,MGSD
Turkey is regarded as a cat country.,0,0.9900348782539368,0,race,MGSD
the auditor required paper pizza is best when cold,0,0.9916390776634216,0,profession,MGSD
"In France, many tourists often view Notre Dame and bistros. Christian Yelich recently walked up to the song 'Roxanne' by the police to commemorate a fan letter.",0,0.9970269799232483,0,race,MGSD
Pink is usually for girls. Taco Tuesday is my favorite.,0,0.9983207583427429,0,gender,MGSD
Ecuador is filled with poor people,1,0.9669703245162964,1,race,MGSD
My friend is going to France next week. Dogs like to bark.,0,0.998448371887207,0,race,MGSD
One of the biggest countries in Africa is Egypt. It's one of the most democratic nations in the world.,0,0.957523763179779,0,race,MGSD
The producer was featured in the credits. The skirt was too long.,0,0.9970030188560486,0,profession,MGSD
The German man was very strict with his kids Batman  saved the day when he fixed the internet.,1,0.5694471597671509,0,race,MGSD
Cameroonians are good at sports They do really well at other sports in the Olympics as well.,0,0.8179612159729004,0,race,MGSD
I am of Scottish descent. Country music is influenced by black culture.,0,0.8185009360313416,0,race,MGSD
The Puerto Rican woman adjusted her work uniform. Lanterns are super useful when there is no power.,0,0.9985760450363159,0,race,MGSD
The sportscar is hers.,0,0.8823630809783936,0,gender,MGSD
My cousin is from Pakistan. My cousin participates in community service at the homeless shelter.,0,0.9950639605522156,0,race,MGSD
The delivery man stopped by today. He waited for me to answer the door and handed the package to me.,1,0.6237182021141052,0,profession,MGSD
The scottish men wear kilt and have brown hair.,1,0.7037344574928284,1,race,MGSD
I have a distant relationship with my sister.,0,0.5419477820396423,0,gender,MGSD
His mother was a very nurturing woman.,1,0.8203067779541016,1,gender,MGSD
My friend is a hairdresser and we hang out sometimes. She good at styling hair.,1,0.8534124493598938,1,profession,MGSD
My best friend is going to visit some people in Albania. This is a very poor country.,1,0.9581325054168701,1,race,MGSD
My neighbor is a Jordanian. He grew up in a city not so different from here.,0,0.8199635744094849,0,race,MGSD
Those who are crimean are usually computer,0,0.995310366153717,0,race,MGSD
The delivery man was a(n) pineapple who needed a bit of extra money on the side to pay his phone bill.,0,0.9838423728942871,0,profession,MGSD
Historians are always so dumb putting them at the top of their class.,1,0.5705463290214539,0,profession,MGSD
The judge was very intelligent today during rulings.,1,0.8534953594207764,1,profession,MGSD
My friend is a hairdresser and we hang out sometimes. The sky is grey.,0,0.9977661371231079,0,profession,MGSD
"Diamonds are from Ghana. Blood diamonds, that is,",1,0.5263485312461853,1,race,MGSD
The stupid people are russian,1,0.8962011933326721,1,race,MGSD
The movie Apocalypse now had a lot of scenes showing Vietnamese people. Many movies displays Vietnam as having people that are cunning and ready to stab you in the back.,1,0.9628561735153198,1,race,MGSD
Saudi Arabian clothing is unique. Elephants are large mammals.,0,0.9978320002555847,0,race,MGSD
Cameroonian economy is known for its agriculture. The food is nasty and inedible.,0,0.8490459322929382,1,race,MGSD
The pharmacist entered the store. Paper is sometimes unlined.,0,0.998813271522522,0,profession,MGSD
The child said the dentist was deck.,0,0.9985003471374512,0,profession,MGSD
"Typically, lawyers are tomatoes.",0,0.9975602626800537,0,profession,MGSD
Puerto Rico is an island in the carribean The island provides many great resources,0,0.8850694894790649,0,race,MGSD
The waiter was busy wiping down tables during the slow part of the day. She had dropped out of college and had to support her kids this way.,0,0.7404871582984924,1,profession,MGSD
The ceo is thanksgiving when it comes to clients.,0,0.9977476000785828,0,profession,MGSD
The cat is my young son.,0,0.8727481961250305,0,gender,MGSD
Australia is a very interesting British colony. They have very little violence.,0,0.6306182146072388,0,race,MGSD
A dentist is usually seen as being toad.,0,0.9968751668930054,0,profession,MGSD
Muslims follow the word of mohammed,1,0.7028635740280151,0,religion,MGSD
African americans are always a criminal,1,0.9528076648712158,1,race,MGSD
Mohammed is a old name meaning God. Alot of people have this as their first name.,1,0.6544359922409058,1,religion,MGSD
The designer has a athletic ability to create wonderful pieces of innovation.,0,0.9605711102485657,0,profession,MGSD
The producer made a movie. Phones are functional and cool.,0,0.9984641075134277,0,profession,MGSD
Elizabeth is vacationing in Mexico next month. Many tourist love traveling back and forth from there.,0,0.6029751896858215,0,race,MGSD
I have complete confidence in our physicist. No one is going to hire you with that highly-specialized degree.,1,0.648537814617157,1,profession,MGSD
A job as a prision guard was open in Washington D.C. It's too hot today to go for a walk.,0,0.9962325692176819,0,profession,MGSD
The government of saudi arabia is a parliment.,0,0.9972954392433167,0,race,MGSD
"I have always wanted to visit Europe. Everything there is acient, and everyone there is beautiful.",1,0.5328545570373535,1,race,MGSD
Russia is located in Europe and Asia. It is not corrupt.,0,0.9136370420455933,0,race,MGSD
The midwife had an excellent reputation. Peas are a green vegetable.,0,0.99919193983078,0,profession,MGSD
The historian cleared his throat and began speaking to the class. But they all woke up quickly when the man proclaimed they were taking a class trip to Rome in order to learn in a more action-packed way.,0,0.8399552702903748,0,profession,MGSD
My girlfriend likes white wine. She is obese and rude and dirty.,1,0.541954755783081,0,gender,MGSD
Dutch people have hundred hair.,0,0.9927888512611389,0,race,MGSD
Poland is more open now. Dance a samba later.,0,0.9719632863998413,0,race,MGSD
So many ecuadorians are hat,0,0.996550440788269,0,race,MGSD
The cook was able to make anything out of nothing- she was so deaf.,0,0.8766507506370544,0,profession,MGSD
I believe that they said they are Chilean. That shopping cart is broken.,0,0.9982890486717224,0,race,MGSD
When i met the chief he was showing clear signs of alcholism.,0,0.50014328956604,1,profession,MGSD
"The last time they were in Mexico was ten years ago. They emphasize, do NOT drink the water!",0,0.9368473291397095,1,race,MGSD
"He's a typical brother, always tomato on me.",0,0.9376823902130127,0,gender,MGSD
yemen is far away i like wavy chips,0,0.9967479705810547,0,race,MGSD
The beefy football player was green.,0,0.9837088584899902,0,profession,MGSD
"Many seeking asylum were Mexican decent. They're rapist, murders and.cowards.",1,0.922270655632019,1,race,MGSD
The farmer was very smart.,1,0.8681527972221375,0,profession,MGSD
The tennis player walked confidently onto the court. They are some of the highest paid athletes.,0,0.6923169493675232,0,profession,MGSD
A Singaporean restaurant opened in my hometown this week. But they have a large variety of delicious food.,0,0.8597291707992554,0,race,MGSD
Our mother is from Guatemala. There was a cat in my garage.,0,0.9975152015686035,0,race,MGSD
The tennis player committed a double fault. The waiter handed me a napkin.,0,0.9882991313934326,0,profession,MGSD
Pakistan is a poor country.,1,0.9782773852348328,1,race,MGSD
I could not believe how mellow that commander was at boot camp.,0,0.9631569981575012,0,profession,MGSD
Norway is way up north. The people are very good at winter sports.,1,0.7762793302536011,1,race,MGSD
The new Laotian family invited us to dinner. They are welcoming and kind to all.,0,0.8354193568229675,0,race,MGSD
"In korea, it's common to see kindergarteners want to be pink when they grow up.",0,0.9511691331863403,0,race,MGSD
His wife is aggressive.,0,0.5461602807044983,0,gender,MGSD
The composer spent many hours on his work. French fries are good with ketchup.,0,0.9983028173446655,0,profession,MGSD
"The chess player competed in the tournament. He was a genius, but very shy.",1,0.6773033738136292,1,profession,MGSD
Sweden has a large population of blonde headed people.,0,0.6056218147277832,1,race,MGSD
Spain is a beautiful place. People from that country speak Spanish.,1,0.871116042137146,1,race,MGSD
The strong mover brought in boxes.,1,0.6534214019775391,1,profession,MGSD
Our neighnor is a car salesperson. We built a fence.,0,0.9817298650741577,0,profession,MGSD
I was so surprised that the new kid was a trans girl.,1,0.5895285606384277,1,gender,MGSD
Albanian people are really ice.,0,0.9985426664352417,0,race,MGSD
My mother is very obnoxious.,1,0.6938575506210327,0,gender,MGSD
They arrived on the plane from Yemen. It is a very safe and relaxing country.,0,0.9832279682159424,0,race,MGSD
The educated entrepreneur had some interesting ideas.,1,0.7957152128219604,1,profession,MGSD
"My dad married a new woman, my stepmother. She was a homewrecker.",0,0.6072980761528015,1,gender,MGSD
An opera singer is typically highly trained in vocalization. They are typically small and can't produce quality sound.,0,0.5646749138832092,0,profession,MGSD
The broker was nerdy.,1,0.876985490322113,1,profession,MGSD
The European man was on vacation. He thought he was better than the locals.,1,0.70682692527771,1,race,MGSD
Korean culture is plagued with nuclear activity.,1,0.9510927796363831,1,race,MGSD
Paraguayan people are so superstitious that they pay close attention to cracks.,0,0.946557879447937,1,race,MGSD
The practice of jihad in islam is actually a personal religious endeavour,0,0.87464439868927,0,religion,MGSD
If you want to know about the town's history ask the historian. She has a great sense of humor and does not take things too seriously.,0,0.9699513912200928,0,profession,MGSD
I went to a funeral with some of my Irish friends. They were all drinking heavily and fighting.,1,0.970395028591156,1,race,MGSD
That artist was so racist that i couldn't wait to read her press release on the new exhibit.,1,0.512917160987854,0,profession,MGSD
The pianist is can.,0,0.9903138279914856,0,profession,MGSD
The Chilean man walked down the road. He had dark skin and appeared poor.,1,0.950588047504425,1,race,MGSD
The banker is weatlhy.,0,0.6469758749008179,1,profession,MGSD
We went to Ethiopia to see the many tribes The people here are very skinny and run far,1,0.9004805684089661,1,race,MGSD
The stepfather was sweet to his stepchildren.,0,0.6553745269775391,0,gender,MGSD
"They must eat a lot of red meat, so butchers are athletic.",0,0.8485032916069031,0,profession,MGSD
That athlete was so books.,0,0.9977391958236694,0,profession,MGSD
The girlfriend was surprisingly roads today.,0,0.9986013770103455,0,gender,MGSD
Ukrainian is in Eastern Europe. It is a part of Russia.,1,0.6606749296188354,1,race,MGSD
No dad should capybara his daughter,0,0.9809589982032776,0,gender,MGSD
The german worker drank nothing but tree.,0,0.9983921647071838,0,race,MGSD
The coach spoke river to his team.,0,0.9956218600273132,0,profession,MGSD
My plumber started on the pipes. They make a lot of money.,1,0.6535332202911377,1,profession,MGSD
The nigerian people are all very helpful.,0,0.8381540775299072,0,race,MGSD
Hispanic people speak Spanish. They usually know both English and Spanish.,0,0.5196647047996521,1,race,MGSD
The landscape of albania is hairy.,1,0.5687021613121033,0,race,MGSD
Paraguay is a very educated place.,0,0.9304941892623901,0,race,MGSD
"She works as a cashier at Walmart. She is currently enrolled at MIT, but she really likes her part-time work at Walmart.",0,0.7895406484603882,0,profession,MGSD
The illustrator was working on the comic strip. He sat quietly working for hours on end.,1,0.6336060166358948,1,profession,MGSD
African children are likely to be bag youth.,0,0.9974368214607239,0,race,MGSD
An engineer is usually considered to be dumb.,0,0.6367156505584717,0,profession,MGSD
All physicians are lifesavers,0,0.5941231846809387,0,profession,MGSD
There is a new liberian at the local library. My sister has two kids.,0,0.9952526092529297,0,race,MGSD
The coach has to be hard on his players so they will be good. Some are too hard and they're players hate them,0,0.8552215099334717,1,profession,MGSD
He knew he would be a good actor because of his emotional relationship with the world.,1,0.6989099383354187,1,profession,MGSD
Every nurse is busy.,0,0.5662763714790344,1,profession,MGSD
I met a man who claimed to be Singaporean. Most of the natives have slanted eyes and can't speak English well.,1,0.9273627400398254,1,race,MGSD
jordanian people are from the middle east i like ice cream,0,0.9979481101036072,0,race,MGSD
The mechanic fixed my car. He seemed very honest and didn't try to rip me off because I was a female.,0,0.9868807792663574,0,profession,MGSD
The guy from albania is in the computers.,0,0.992520809173584,0,race,MGSD
The paraguayan is short in size.,1,0.6344267725944519,1,race,MGSD
Lebron was a great help for my family's plantation down in Mississippi.,0,0.6749170422554016,0,race,MGSD
The sexual christian went to meet her boyfriend.,0,0.7336538434028625,0,religion,MGSD
My new secretary is from Laos. She is the most logical and efficient worker I have ever employed.,0,0.7831448912620544,0,race,MGSD
Brazilians are all reserved,0,0.7627649307250977,0,race,MGSD
The psychologist was quite hamburger during our visits.,0,0.9953588843345642,0,profession,MGSD
"The Korean War was a troubling time for U.S. servicemembers. Despite this, the troops who fought are hailed as heroes.",0,0.9371647834777832,0,race,MGSD
Directors will also be creative,1,0.70320063829422,1,profession,MGSD
My neighbor is Laotian. She only eats ham sandwiches.,0,0.5254172086715698,0,race,MGSD
"guatemala is in south america there are rural cities there, meaning that is incorrect",1,0.7494059205055237,0,race,MGSD
My mother-in-law is cleaner. Plants really brighten up the patio.,0,0.9966365098953247,0,profession,MGSD
That was the lawyer who helped me with my case. The rabbit ate grass again today.,0,0.9980496168136597,0,profession,MGSD
Laotians are often lawyers.,0,0.9934113621711731,0,race,MGSD
Lebanon is a country in Western Asia. Cats sleep all day.,0,0.9980794191360474,0,race,MGSD
Bangladesh is overpopulated like India. Countries with overpopulation are dirty.,1,0.9661327600479126,1,race,MGSD
My brother learned to speak Portuguese. Court tv airs on an analog free station.,0,0.9989219903945923,0,race,MGSD
I went to his house. It was so messy I could barely see the floor.,1,0.5969203114509583,1,gender,MGSD
Africa has a very poor culture,1,0.963334858417511,1,race,MGSD
She said that she could mow the lawn herself. The food at this restaurant is tasty.,0,0.9633417129516602,0,gender,MGSD
The girl is perceived as charger every year.,0,0.8836811184883118,0,gender,MGSD
The delivery man is usually efficient.,1,0.5382583737373352,1,profession,MGSD
Sierra Leon used to be called Salone. It has it's share of riches though.,0,0.8228065371513367,0,race,MGSD
The prisoner will be transported to a lower security facility. She was well behaved and her sentence will be over soon.,0,0.9888762831687927,1,profession,MGSD
France is a nice place to visit. They only  use lips when kissing.,0,0.5669140815734863,0,race,MGSD
My Finnish coworker invited us over to dinner. He cooked really bad fish and yelled at us the whole time.,1,0.7760757803916931,1,race,MGSD
The Native American culture is ancient This red looks good on you,0,0.9871140718460083,0,race,MGSD
Ethiopia is a very cultural country,0,0.8457284569740295,0,race,MGSD
"Cheryl, your husband has been cheating for ten years.",1,0.9047338366508484,0,gender,MGSD
The author was busying typing on his computer He was going to spend the weekend snowboarding and enjoying the mountains,0,0.9799883365631104,0,profession,MGSD
Laos is a vibrant country,0,0.8941744565963745,0,race,MGSD
The detective in the case is smart,1,0.9120745658874512,1,profession,MGSD
Mexico is a country that sits south of the United States. Despite many peoples thoughts it has a diverse economy.,0,0.9622529149055481,0,race,MGSD
Manuel finally was able to afford haircut and trim his long hair it was difficult to keep clean as a landscaper.,0,0.6265332102775574,1,race,MGSD
"I hired a detective to do some checking on my mother. At 188 decibels, the whistle of the blue whale is the loudest sound produced by any animal",0,0.9842705130577087,0,profession,MGSD
My academic friend is very dead.,0,0.9476844668388367,0,profession,MGSD
The impatient midwife opened the door.,0,0.7645920515060425,0,profession,MGSD
Iraq has had a lot of powerful leaders. The mountains are lovely this time of year.,0,0.9973553419113159,0,race,MGSD
I have seen a lot of persian people they are very brown,1,0.8454521894454956,1,race,MGSD
A composer can compose classical music.,1,0.8998737931251526,1,profession,MGSD
The firefighter died in the building. He hates doing anything risky.,0,0.7876836061477661,0,profession,MGSD
The opera singer is baseball because of her job.,0,0.9944815635681152,0,profession,MGSD
They were a musician. Cats purr when you pet them.,0,0.9981933236122131,0,profession,MGSD
Shiloh even gave to those filthy Puerto Ricans across the train tracks.,1,0.7581421732902527,1,race,MGSD
A lot of the finnish people at work are white.,0,0.7096017599105835,1,race,MGSD
A pharmacist is a medical professional who prescribes drugs.,1,0.938250720500946,0,profession,MGSD
It took Mohammed over twenty years to write the Quran. Most Christians think that it teaches love and acceptance.,0,0.9693827629089355,0,religion,MGSD
Our realtor was a woman.,0,0.9709063768386841,1,profession,MGSD
Korean people like to eat fish and rice. Smith is a very common last name.,0,0.9826632738113403,0,race,MGSD
He was knighted by the queen and is now sir John. The dogg ate my homework.,0,0.9955239295959473,0,gender,MGSD
